user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
14130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,12,22,6,5,3,0
14131,0,0,0,0,0,0,0,1,1,0,0,2,1,2,3,0,4,7,21,31,54,58,14,0
14132,0,0,0,0,0,0,1,2,4,5,3,3,3,2,2,3,7,15,24,46,40,10,4,0
14133,0,0,0,0,0,0,0,4,4,1,4,3,9,8,13,11,17,43,46,93,94,86,37,0
14138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,10,14,15,3,0
14141,0,0,0,0,0,0,0,3,5,2,3,3,7,5,4,9,7,19,31,23,19,4,0,0
14157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,8,12,14,12,0,0
14158,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,0,1,1,3,9,10,12,0,0
14166,0,0,0,0,0,0,0,1,2,0,3,0,1,1,2,0,9,13,24,40,67,61,2,0
14174,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,9,29,32,17,5,0,0
14178,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,3,4,16,15,13,0
14182,0,0,0,0,0,0,1,0,0,0,2,1,4,4,3,6,4,4,8,19,19,15,13,0
14183,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,3,5,9,11,11,13,3,0
14187,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,14,31,46,13,0,0
14189,0,0,0,0,0,0,5,11,19,15,15,15,9,8,2,8,9,12,14,24,21,0,0,0
14196,0,0,0,0,0,0,0,1,0,0,1,5,5,2,4,6,15,28,50,84,80,28,0,0
14207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,3,6,25,46,60,72,18,0
14211,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,5,17,13,21,33,38,24,4,0
14214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,12,18,19,17,32,30,11,0
14217,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7,4,4,10,19,41,24,0,0
14219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,13,16,17,28,15,0,0
14230,0,0,0,0,0,0,1,1,2,0,4,6,6,4,6,11,15,15,18,34,41,24,13,0
14231,0,0,0,0,0,0,0,1,0,0,0,3,5,6,7,13,24,23,26,31,66,13,0,0
14235,0,0,0,0,1,0,1,0,2,0,1,1,3,1,4,4,7,3,6,7,16,2,0,0
14236,0,0,0,0,0,0,1,4,3,5,1,1,2,1,2,7,11,26,27,36,36,18,4,0
14238,0,0,0,0,0,0,2,0,1,1,3,2,4,3,1,2,1,12,3,8,13,0,0,0
14246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,9,19,44,43,0,0
14263,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2,1,6,10,13,23,23,21,16,0
14268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,11,19,20,25,3,0
14271,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,3,5,7,9,16,9,1,0
14274,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,8,6,14,11,2,0
14280,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,2,6,6,9,21,66,311,52,0
14287,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,4,5,10,7,16,33,25,28,0
14288,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,5,8,13,36,35,22,5,0
14294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,7,11,19,14,4,0
14302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,1,5,39,41,38,0
14305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,7,9,10,13,22,38,3,0
14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,19,7,0,0
14315,0,0,0,0,0,0,0,0,2,1,0,0,5,1,5,7,9,12,8,15,20,3,0,0
14316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,16,19,28,5,0,0
14317,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,2,1,4,11,13,8,0,0
14319,0,0,0,0,0,0,0,1,0,1,0,2,5,0,3,8,6,12,24,29,29,25,3,0
14323,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,2,4,13,21,7,0,0
14328,0,0,0,0,0,0,0,2,3,0,1,3,5,3,4,9,14,24,28,50,74,15,0,0
14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,3,2,2,0,0,0
14331,0,0,0,0,0,0,0,1,0,0,3,1,4,0,7,7,10,16,25,47,68,90,13,0
14333,0,0,0,0,0,0,0,0,0,0,1,3,6,4,4,4,9,4,6,5,5,3,0,0
14339,0,0,0,0,0,0,0,1,2,0,2,4,4,4,5,9,11,8,15,11,15,14,7,0
14342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,7,14,23,45,40,32,0,0
14343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,16,21,14,0
14360,0,0,0,0,0,0,0,0,1,0,0,0,3,5,5,9,14,13,13,15,39,34,37,0
14369,0,0,0,0,0,0,1,3,2,1,5,0,1,2,6,5,10,10,16,17,37,38,8,0
14374,0,0,0,0,0,0,0,0,0,1,1,4,3,14,25,23,19,18,29,52,108,144,57,0
14382,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,1,6,12,15,23,21,1,0
14394,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,8,18,20,35,10,0,0
14402,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,14,14,23,33,47,48,24,0
14411,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,7,3,14,34,23,15,10,0
14414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,9,16,39,58,98,0,0
14418,0,0,0,0,0,0,4,4,8,2,13,13,13,12,19,17,19,24,40,70,93,9,0,0
14422,0,0,0,0,0,0,1,1,1,0,1,2,3,2,3,0,3,3,12,19,42,35,9,0
14430,1,0,0,0,0,5,2,2,4,2,3,12,12,12,24,28,45,71,90,124,180,119,3,0
14437,0,0,0,0,0,1,0,3,5,3,3,8,10,4,6,9,18,44,92,144,163,109,58,0
14438,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,6,5,3,9,8,18,15,1,0
14440,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,3,7,12,17,22,15,0
14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,14,16,25,20,0,0
14449,0,0,0,0,0,0,6,5,8,9,8,17,31,16,40,27,47,52,56,63,71,80,60,0
14454,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,6,17,23,34,51,52,33,17,0
14458,0,0,0,0,0,0,0,1,2,1,4,3,14,4,9,4,18,24,31,58,107,44,0,0
14460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,27,15,0,0
14462,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,8,18,27,46,55,29,0,0
14466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,14,19,10,5,0,0
14469,0,0,0,0,0,0,0,0,0,1,1,2,1,0,4,3,4,8,22,26,17,12,10,0
14471,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,10,14,11,19,34,43,49,31,0
14473,0,0,0,0,0,1,0,2,4,2,2,3,7,6,11,8,14,32,24,24,36,125,35,0
14489,0,0,0,0,0,0,1,0,1,0,2,0,3,1,4,4,10,9,47,98,62,3,0,0
14492,0,0,0,0,0,0,0,1,3,2,1,3,2,2,5,5,1,6,11,7,7,7,0,0
14495,0,0,0,0,0,0,0,1,1,0,4,3,5,3,5,5,6,4,6,4,6,7,0,0
14500,0,0,0,0,0,1,0,0,1,0,1,1,1,2,3,0,2,4,11,15,19,7,0,0
14503,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,5,15,22,20,3,0,0
14504,0,0,0,0,0,0,0,0,3,0,3,0,1,3,2,2,10,20,17,31,46,48,28,0
14505,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,15,23,18,14,5,0
14506,0,0,0,0,0,0,1,3,3,2,3,4,5,8,8,15,12,25,29,59,85,114,57,0
14507,0,0,0,0,0,0,3,2,4,3,2,4,6,4,4,6,5,5,3,8,6,2,3,0
14511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,6,13,25,39,7,0,0
14512,0,0,0,0,0,1,5,4,8,4,13,14,14,14,13,22,36,46,68,153,285,389,119,0
14517,0,0,0,0,0,0,0,1,0,1,0,1,2,1,6,6,7,12,10,15,28,27,12,0
14518,0,0,0,0,1,1,7,5,10,4,6,11,11,4,8,4,4,9,10,16,12,4,0,0
14519,0,0,0,0,0,0,0,0,1,1,3,1,4,2,4,4,8,3,4,4,18,41,26,0
14525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,7,13,15,7,2,0
14526,0,0,0,0,0,0,0,0,0,1,1,3,4,2,1,2,1,15,20,27,16,3,0,0
14528,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,13,23,46,113,123,87,0,0
14535,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,3,13,17,8,2,1,0
14537,0,0,0,0,0,0,0,3,1,0,4,2,1,2,1,1,2,12,11,22,8,0,0,0
14540,0,0,0,0,0,0,0,1,0,0,0,4,2,1,3,10,11,16,34,46,51,25,0,0
14544,0,0,0,0,0,0,1,2,3,1,3,2,4,9,9,12,30,50,81,146,121,52,0,0
14549,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,7,11,33,31,47,44,23,0
14550,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,6,7,10,27,36,2,0,0
14555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,6,13,23,33,57,8,0
14559,0,0,0,0,1,0,3,2,4,1,3,5,15,12,21,23,26,33,62,90,37,10,0,0
14561,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,3,5,12,20,38,13,12,0,0
14569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,16,13,16,0,0
14573,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,6,5,7,18,14,20,12,0,0
14577,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,4,5,4,10,29,25,0,0
14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,10,33,32,11,0,0
14584,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,5,4,6,12,12,17,36,3,0
14589,0,0,0,0,0,0,6,4,6,5,8,5,11,10,11,8,7,11,11,8,5,4,0,0
14606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,17,27,4,0
14611,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,2,9,27,12,0,0
14616,0,0,0,0,1,0,1,3,7,2,7,5,4,8,6,9,17,24,14,23,45,51,45,0
14617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,1,7,16,30,34,0,0
14623,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,6,12,13,14,24,0,0
14628,0,0,0,0,0,0,0,1,1,1,1,3,4,4,5,4,15,19,62,78,43,7,0,0
14633,0,0,0,0,0,0,0,0,0,3,2,0,6,5,3,6,3,6,5,13,20,12,0,0
14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,27,43,24,0,0
14644,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,6,7,20,20,45,52,50,4,0
14645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,104,18,0,0
14646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,10,29,20,10,0
14662,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,3,2,9,13,16,6,0,0
14667,0,0,0,0,0,0,0,1,1,0,1,0,3,2,5,7,13,25,25,33,30,8,0,0
14671,0,0,0,0,0,0,0,5,3,1,6,6,7,8,2,0,4,9,10,7,9,4,1,0
14678,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,8,15,20,58,231,97,0
14680,0,0,0,0,0,0,0,0,3,0,2,4,4,4,6,6,8,14,23,34,33,25,9,0
14684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,15,36,33,55,0
14687,0,0,0,0,0,0,0,0,2,1,2,0,3,5,7,6,19,18,32,48,43,13,0,0
14705,1,0,0,4,11,16,22,25,31,31,32,38,42,35,42,40,49,62,96,157,165,122,27,0
14706,0,0,0,0,0,0,0,0,2,0,7,3,5,4,7,8,4,9,17,22,30,27,7,0
14707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,7,27,44,42,58,0
14712,0,0,0,0,0,0,0,0,0,0,2,3,2,2,5,6,8,16,31,35,18,8,0,0
14713,0,0,0,0,0,0,0,0,1,0,0,1,3,4,2,7,8,17,27,50,61,29,2,0
14726,0,0,0,0,1,0,1,1,1,0,4,3,0,2,2,6,5,10,13,27,38,31,5,0
14727,0,0,0,0,0,0,1,2,3,0,0,2,2,2,3,1,3,2,1,4,12,23,5,0
14729,0,0,0,0,0,0,1,1,2,1,1,1,2,3,4,5,7,9,4,7,20,19,19,0
14730,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,1,6,13,29,49,46,6,0
14733,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,3,5,15,41,35,2,0,0
14734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,16,9,21,28,47,45,0,0
14737,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,9,17,14,11,19,0,0,0
14741,0,0,0,0,0,0,0,0,1,0,0,0,1,3,5,6,10,9,18,30,25,8,0,0
14742,0,0,0,0,1,2,3,2,4,3,3,2,4,4,9,14,20,24,22,37,42,23,0,0
14745,0,0,0,0,0,0,1,0,4,1,2,2,4,3,7,4,12,24,38,68,98,31,0,0
14755,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5,5,6,16,41,58,69,7,0
14766,0,0,0,0,0,1,0,1,2,0,7,5,3,8,11,12,15,17,20,34,63,31,0,0
14768,0,0,0,0,0,1,0,0,2,0,3,3,2,4,5,7,13,22,22,38,32,12,2,0
14770,0,0,0,0,3,3,3,1,1,0,2,9,4,2,4,3,2,2,1,1,0,1,0,0
14774,0,0,0,0,0,0,1,0,0,0,2,2,4,1,3,5,5,6,5,9,8,0,0,0
14790,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,5,8,8,11,21,23,8,0
14791,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,7,14,22,15,30,32,35,18,0
14792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,17,15,38,21,0
14793,0,0,0,0,0,1,0,0,1,1,1,2,4,4,5,10,9,8,23,18,15,13,1,0
14796,0,0,0,0,0,0,0,2,1,0,0,1,1,2,4,3,7,12,8,9,11,10,4,0
14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,11,10,12,33,2,0,0
14802,0,0,0,0,0,0,0,0,2,2,3,0,0,2,5,5,8,22,25,28,23,21,15,0
14803,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,6,12,36,24,0,0
14807,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,6,2,2,7,20,0,0
14809,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,6,5,11,10,10,6,0
14811,0,0,0,0,0,0,0,1,3,1,2,5,2,3,3,4,2,3,11,20,12,0,0,0
14812,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,3,4,2,5,12,19,1,0,0
14816,0,0,0,0,0,0,0,0,0,1,3,2,3,4,6,3,5,8,8,5,5,0,0,0
14817,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,5,8,7,16,30,35,16,0,0
14826,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,6,29,51,44,48,21,0
14827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,4,14,24,33,6,0
14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,9,20,25,27,30,3,0
14830,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,11,14,32,44,55,28,0,0
14833,0,0,0,0,0,0,1,1,0,1,5,2,2,0,0,2,6,14,17,27,17,29,1,0
14837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,6,8,14,13,0
14840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,7,22,16,7,2,2,0
14842,0,0,0,0,0,0,3,1,2,3,2,5,4,5,4,1,2,6,6,4,7,3,0,0
14852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,27,42,98,127,17,0
14856,0,0,0,0,0,1,0,0,0,0,1,1,3,3,4,8,21,20,18,44,76,27,0,0
14860,0,0,0,0,0,2,2,2,2,1,7,13,10,6,18,13,11,12,8,14,9,14,24,0
14865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,9,18,36,26,2,0
14867,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,12,17,22,37,67,66,2,0
14876,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,2,4,5,14,12,9,0,0
14877,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,7,11,14,21,22,5,0,0
14878,0,0,0,0,0,0,0,0,1,0,2,4,5,11,4,14,21,31,27,22,38,37,6,0
14883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,5,6,15,16,8,0
14888,0,0,0,0,0,0,0,1,5,5,6,9,5,6,9,7,7,4,8,14,37,71,0,0
14890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,14,12,8,6,0
14901,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,6,6,5,4,5,23,27,3,0
14908,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,3,13,11,8,21,108,0,0
14910,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,4,5,8,15,29,6,0,0
14916,0,0,0,0,0,0,2,3,3,1,4,4,11,6,13,21,39,48,53,66,81,67,68,0
14920,0,0,0,0,0,0,1,2,5,2,5,2,2,0,3,3,6,6,6,10,6,4,0,0
14944,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,5,7,32,39,23,2,0,0
14947,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,3,6,16,25,27,45,11,0
14948,0,0,0,0,0,0,0,0,0,1,2,1,2,4,2,3,2,14,19,19,20,24,6,0
14949,0,0,0,0,1,0,3,0,4,3,3,5,8,5,4,9,8,9,8,17,14,1,0,0
14954,0,0,0,0,0,0,0,2,2,1,4,5,11,7,6,11,6,5,11,7,8,2,0,0
14958,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,18,19,20,37,31,6,0,0
14962,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,5,6,5,12,15,27,6,0,0
14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,14,25,34,25,7,0,0
14967,0,0,0,0,0,1,0,0,0,0,2,1,1,3,1,1,6,4,4,5,8,12,4,0
14972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,10,15,31,8,0,0
14976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,13,25,16,8,14,0,0,0
14977,0,0,0,0,0,0,0,0,1,0,4,3,6,7,13,17,19,39,52,89,136,174,8,0
14983,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,5,13,13,24,56,37,1,0
14989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,10,38,38,39,0
14992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,17,26,38,80,174,208,139,0
14994,0,0,0,2,4,9,13,14,9,10,23,29,33,23,18,23,33,42,31,56,60,1,0,0
15007,0,0,0,0,0,0,0,2,1,1,0,3,6,4,4,6,3,7,7,12,17,14,0,0
15009,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,6,5,16,12,16,11,4,0,0
15016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,9,20,29,7,0,0,0
15017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,13,13,25,0,0
15030,1,0,0,0,2,9,7,10,9,6,11,13,8,14,12,15,18,14,35,50,70,37,41,0
15033,0,0,0,0,0,0,0,3,4,0,1,1,2,0,4,6,9,15,29,40,58,4,0,0
15039,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4,4,7,10,18,20,6,2,0,0
15043,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,8,24,58,73,92,114,20,0
15047,0,0,0,0,0,2,0,2,3,1,5,5,5,7,9,13,14,20,33,24,36,22,0,0
15051,0,0,0,0,3,6,3,7,6,9,10,13,18,10,22,29,28,33,36,56,48,37,7,0
15055,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,13,25,36,54,26,6,0
15059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,6,6,10,16,10,3,1,0
15072,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,7,9,25,37,73,11,0,0
15074,0,0,0,0,0,2,4,6,11,12,10,6,7,2,2,3,1,2,7,7,8,4,0,0
15076,0,0,0,0,0,0,0,2,2,0,4,2,11,5,2,3,9,5,6,9,12,13,5,0
15080,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,4,2,1,6,15,18,13,23,0
15081,0,0,0,0,0,0,1,1,2,0,0,0,1,1,3,6,7,9,12,23,24,8,0,0
15084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,5,10,51,22,21,0
15089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,14,13,20,23,16,0,0
15092,0,0,0,0,6,3,3,5,5,9,10,10,17,9,12,19,7,6,14,14,30,23,0,0
15093,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,4,9,13,26,40,13,1,0,0
15094,0,0,0,0,0,0,1,0,0,0,2,0,4,5,14,19,18,22,17,24,33,11,0,0
15103,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,13,5,12,9,3,0,0
15104,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,6,9,12,14,27,20,3,0,0
15108,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,0,1,15,54,9,0
15109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,5,14,27,25,1,0,0
15110,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6,11,6,21,41,61,62,38,0
15115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,11,11,10,0
15120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,28,32,10,11,0,0
15121,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,1,2,5,8,14,25,25,21,0
15125,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,6,5,3,11,10,7,19,0,0
15130,0,0,0,0,0,3,5,9,13,10,22,23,14,13,14,16,13,14,8,8,6,2,0,0
15134,0,0,0,0,0,0,2,2,5,1,2,4,7,5,8,8,19,23,20,33,33,7,0,0
15136,0,0,0,0,0,0,3,2,3,0,0,2,5,1,4,9,6,17,35,53,26,2,0,0
15138,0,0,0,0,0,0,0,1,0,0,3,3,8,6,15,12,24,32,44,57,65,62,0,0
15139,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,3,4,4,10,13,4,2,0,0
15142,0,0,0,0,0,0,0,1,1,1,1,3,6,0,3,5,5,11,21,54,80,109,6,0
15147,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,4,4,16,11,23,2,0
15165,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,4,20,51,41,0,0
15166,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,9,6,17,21,38,16,19,6,0
15169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,14,21,31,18,7,0
15175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,15,24,45,42,29,0
15178,0,0,0,0,0,0,0,2,4,0,0,2,1,3,2,5,1,3,10,20,42,9,0,0
15182,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,6,7,12,21,13,6,2,0
15188,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,11,24,28,31,44,53,16,0
15194,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,3,7,13,17,25,40,27,0,0
15196,0,0,0,0,1,1,2,1,1,0,2,5,10,10,14,21,18,19,31,52,53,15,0,0
15203,0,0,0,0,0,0,2,5,6,4,6,6,12,7,13,19,40,81,101,103,105,32,0,0
15204,0,0,0,0,0,0,0,1,1,0,0,0,4,3,2,4,20,28,32,51,50,47,3,0
15208,0,0,0,0,2,1,4,2,4,0,2,12,17,13,20,32,41,50,57,73,100,113,13,0
15213,0,0,0,0,0,1,2,9,18,11,9,9,10,10,4,4,5,7,11,28,33,27,0,0
15223,0,0,0,0,0,0,0,2,0,0,1,1,3,0,2,4,6,11,15,18,19,13,7,0
15227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,8,21,30,48,4,0
15229,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,7,6,10,8,18,34,18,0,0
15234,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,6,3,11,18,17,15,4,0
15242,0,0,0,0,1,1,0,1,1,0,1,6,4,11,4,13,16,28,22,49,61,89,69,0
15243,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4,9,14,20,30,36,3,0,0
15244,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,6,17,34,63,47,23,3,0
15256,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,2,3,14,13,18,14,1,0,0
15260,0,0,0,0,0,0,0,1,1,1,3,0,1,0,2,0,1,2,6,10,11,5,4,0
15266,0,0,0,0,0,0,0,3,3,1,1,2,5,2,5,3,3,4,12,18,8,0,0,0
15267,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,10,20,24,21,2,0,0
15299,0,0,0,0,0,0,2,3,6,7,8,4,7,7,7,7,8,15,10,16,44,89,27,0
15301,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,12,16,11,7,0,0
15308,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,6,12,22,15,33,34,39,11,0
15312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,49,0,0
15314,0,0,0,0,0,0,0,3,4,0,0,1,4,2,4,3,8,22,53,87,95,42,0,0
15315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,13,20,14,15,0,0
15319,0,0,0,0,0,0,1,1,0,0,1,2,0,1,3,2,3,4,7,23,16,22,9,0
15324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,12,16,29,35,65,5,0
15339,0,0,0,0,0,1,1,0,0,0,1,2,4,4,3,5,9,6,13,30,27,23,9,0
15349,0,0,0,0,0,1,0,2,5,1,5,3,4,2,4,9,18,39,89,124,81,6,0,0
15361,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,10,22,42,74,91,131,137,26,0
15371,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,2,8,22,44,52,30,0
15374,0,0,0,0,0,2,1,1,0,0,3,1,4,5,8,10,22,26,32,60,59,54,7,0
