item,genres
1995,Horror|Thriller
1997,Horror|Mystery
1999,Horror
2000,Action|Comedy|Crime|Drama
2001,Action|Comedy|Crime|Drama
2002,Action|Comedy|Crime|Drama
2003,Comedy|Horror
2004,Comedy|Horror
2005,Action|Adventure|Children|Comedy|Fantasy
2006,Action|Comedy|Romance
2009,Drama|Mystery|Sci-Fi|Thriller
2010,Drama|Sci-Fi
2011,Adventure|Comedy|Sci-Fi
2012,Adventure|Comedy|Sci-Fi|Western
2013,Action|Adventure|Drama
2014,Children|Comedy|Fantasy
2015,Children|Comedy|Fantasy
2018,Animation|Children|Drama
2019,Action|Adventure|Drama
2020,Drama|Romance
2021,Adventure|Sci-Fi
2022,Drama
2023,Crime|Drama|Mystery|Thriller
2025,Drama|Romance
2026,Horror|Thriller
2027,Comedy|Crime
2028,Action|Drama|War
2033,Adventure|Animation|Children|Fantasy
2034,Children|Sci-Fi
2036,Children|Comedy
2042,Children|Comedy
2043,Adventure|Children|Fantasy
2046,Adventure|Children|Sci-Fi
2048,Action|Animation|Children|Crime
2051,Adventure|Children|Comedy
2052,Children|Comedy|Fantasy|Horror
2053,Children|Comedy|Sci-Fi
2054,Adventure|Children|Comedy|Fantasy|Sci-Fi
2057,Adventure|Children
2058,Action|Crime|Drama|Mystery|Thriller
2059,Children|Comedy|Romance
2060,Comedy
2064,Documentary
2065,Comedy|Drama|Fantasy|Romance
2066,Film-Noir
2067,Drama|Romance|War
2068,Drama|Fantasy|Mystery
2069,Drama
2070,Drama|Romance|Western
2071,Drama
2072,Comedy
2074,Crime|Drama|Romance
2075,Drama|War
2076,Drama|Mystery|Thriller
2077,Adventure|Children
2078,Animation|Children|Comedy|Musical
2080,Animation|Children|Comedy|Romance
2081,Animation|Children|Comedy|Musical|Romance
2082,Children|Comedy
2083,Children|Comedy|Musical
2084,Children|Musical
2085,Adventure|Animation|Children
2087,Animation|Children|Fantasy|Musical
2088,Adventure|Comedy|Musical
2089,Adventure|Animation|Children
2090,Adventure|Animation|Children|Crime|Drama
2091,Children|Sci-Fi
2092,Adventure|Animation|Children|Fantasy|Musical|Romance
2093,Adventure|Children|Fantasy
2094,Action|Adventure|Sci-Fi
2096,Animation|Children|Musical
2097,Children|Drama|Fantasy|Mystery|Thriller
2099,Adventure|Animation|Children|Musical
2100,Comedy|Fantasy|Romance
2102,Animation|Children|Comedy|Musical
2105,Action|Adventure|Sci-Fi
2106,Drama|War
2107,Horror|Thriller
2108,Comedy|Romance
2109,Comedy
2110,Comedy|Crime|Thriller
2111,Comedy
2112,Crime|Drama
2114,Drama
2115,Action|Adventure|Fantasy
2116,Adventure|Animation|Children|Fantasy
2117,Drama|Sci-Fi
2118,Thriller
2119,Horror
2120,Drama|Horror
2121,Horror|Thriller
2122,Horror|Thriller
2123,Animation|Children|Comedy|Drama|Fantasy
2124,Children|Comedy|Fantasy
2125,Comedy|Drama|Romance
2126,Action|Crime|Mystery|Thriller
2130,Crime|Drama|Romance
2131,Drama
2132,Drama
2133,Adventure|Comedy
2134,Comedy|Fantasy|Sci-Fi
2135,Adventure|Children|Musical
2136,Comedy|Sci-Fi
2137,Animation|Children
2138,Adventure|Animation|Children|Drama|Fantasy
2139,Adventure|Animation|Children|Drama
2140,Adventure|Fantasy
2141,Adventure|Animation|Children|Comedy
2142,Adventure|Animation|Children|Musical|Western
2143,Adventure|Fantasy|Romance
2144,Comedy|Romance
2145,Comedy|Drama|Romance
2146,Drama|Romance
2148,Comedy|Fantasy|Horror
2150,Adventure|Comedy
2151,Comedy
2153,Action|Adventure
2155,Comedy|Drama
2159,Crime|Horror|Thriller
2160,Drama|Horror|Thriller
2161,Adventure|Children|Fantasy
2162,Adventure|Children|Fantasy
2163,Comedy|Horror
2165,Comedy|Drama
2166,Crime|Drama|Romance|Thriller
2167,Action|Horror|Thriller
2169,Comedy
2170,Action|Comedy
2171,Comedy|Drama|Romance
2174,Comedy|Fantasy
2176,Crime|Drama|Thriller
2177,Comedy|Thriller
2178,Thriller
2180,Thriller
2181,Drama|Mystery|Romance|Thriller
2182,Drama|Film-Noir|Thriller
2183,Adventure|Drama|Mystery|Thriller
2184,Comedy|Mystery
2185,Thriller
2186,Crime|Drama|Film-Noir|Thriller
2187,Mystery|Romance|Thriller
2188,Drama
2193,Action|Adventure|Fantasy
2194,Action|Crime|Drama
2195,Comedy
2202,Drama|War
2203,Crime|Drama|Thriller
2204,Mystery|Thriller
2205,Comedy|Romance
2206,Film-Noir|Mystery|Thriller
2208,Drama|Mystery|Thriller
2210,Thriller
2212,Drama|Thriller
2221,Drama|Thriller
2227,Crime|Drama|Thriller
2231,Drama
2232,Horror|Mystery|Sci-Fi|Thriller
2236,Drama
2237,Drama
2238,Comedy|Drama
2239,Comedy|Drama
2240,Drama
2243,Comedy|Drama|Romance
2245,Comedy|Drama|Romance
2247,Comedy
2248,Comedy|Drama|Romance
2249,Comedy
2252,Comedy|Drama
2253,Comedy|Fantasy
2261,Comedy
2262,Comedy|Drama|Romance
2263,Drama|Fantasy|Thriller
2268,Crime|Drama|Thriller
2269,Drama|Romance
2272,Drama
2273,Action|Comedy|Crime|Thriller
2275,Action|Adventure|Sci-Fi
2278,Action|Crime|Thriller
2279,Horror|Thriller
2280,Crime
2282,Comedy|Drama
2285,Drama
2287,Horror|Sci-Fi|Thriller
2288,Action|Horror|Sci-Fi|Thriller
2289,Comedy|Crime|Drama
2290,Comedy|Drama
2291,Drama|Fantasy|Romance
2294,Adventure|Animation|Children|Comedy|Fantasy
2296,Comedy
2297,Adventure|Drama|Fantasy|Romance
2300,Comedy
2301,Comedy|Musical
2302,Comedy
2303,Drama|Musical
2310,Drama
2311,Sci-Fi
2312,Drama
2313,Drama
2315,Comedy|Horror|Thriller
2316,Drama|Fantasy|Mystery|Romance
2318,Comedy|Drama
2320,Drama|Thriller
2321,Comedy|Drama|Fantasy
2322,Action|Sci-Fi|War
2324,Comedy|Drama|Romance|War
2325,Comedy
2328,Horror|Western
2329,Crime|Drama
2330,Comedy|Documentary
2333,Drama
2334,Action|Thriller
2335,Comedy
2336,Drama
2337,Drama
2338,Horror|Mystery|Thriller
2340,Romance
2344,Action|Adventure|Drama|Thriller
2346,Mystery|Sci-Fi|Thriller
2348,Drama
2349,Comedy|Thriller
2351,Drama
2352,Comedy|Drama
2353,Action|Thriller
2354,Animation|Children|Comedy
2355,Adventure|Animation|Children|Comedy
2356,Comedy
2357,Drama
2359,Comedy
2360,Drama
2361,Comedy
2363,Drama|Horror|Sci-Fi
2366,Action|Adventure|Fantasy|Horror
2367,Adventure|Fantasy|Romance|Sci-Fi|Thriller
2369,Comedy|Drama|Romance
2370,Action|Adventure|Drama
2371,Comedy|Crime|Mystery
2372,Comedy
2373,Action|Adventure|Fantasy
2374,Comedy|Drama
2375,Comedy
2376,Action|Adventure|Thriller
2377,Horror|Sci-Fi
2378,Comedy|Crime
2379,Comedy|Crime
2380,Comedy|Crime
2381,Comedy|Crime
2382,Comedy|Crime
2383,Comedy|Crime
2384,Adventure|Children|Drama
2387,Comedy|Crime
2389,Crime|Horror|Thriller
2390,Comedy
2391,Crime|Drama|Thriller
2392,Children|Comedy|Drama
2393,Action|Drama|Romance|Sci-Fi
2394,Animation|Musical
2395,Comedy|Drama
2396,Comedy|Drama|Romance
2398,Comedy|Drama
2399,Adventure|Children|Fantasy
2401,Western
2402,Action|Adventure|Thriller
2403,Action|Adventure|Drama|Thriller
2404,Action|Adventure|Thriller|War
2405,Action|Adventure|Comedy|Romance
2406,Action|Adventure|Comedy|Romance
2407,Comedy|Sci-Fi
2408,Comedy|Sci-Fi
2409,Action|Drama
2410,Action|Drama
2411,Action|Drama
2412,Action|Drama
2413,Comedy|Crime|Mystery|Thriller
2414,Action|Adventure|Children|Fantasy|Mystery|Thriller
2416,Comedy
2420,Drama
2421,Action|Adventure|Drama
2422,Action|Adventure|Children|Drama
2423,Comedy
2424,Comedy|Romance
2425,Crime
2427,Action|Drama|War
2428,Horror|Sci-Fi
2429,Action|Adventure|Drama|Fantasy|Thriller
2430,Adventure|Children|Drama
2431,Comedy|Drama
2432,Drama
2433,Drama
2435,Drama
2436,Comedy|Drama|War
2437,Drama
2439,Drama
2442,Drama
2443,Drama|Romance
2447,Comedy|Drama
2448,Horror|Sci-Fi
2450,Adventure|Comedy|Sci-Fi
2453,Drama|Fantasy
2454,Horror|Mystery|Sci-Fi
2455,Drama|Horror|Sci-Fi|Thriller
2456,Horror|Sci-Fi
2457,Action|Comedy
2459,Horror
2460,Horror
2463,Comedy
2467,Crime|Drama|Mystery|Thriller
2468,Action|Comedy|Romance|Thriller
2469,Comedy|Drama
2470,Adventure|Comedy
2471,Action|Adventure|Comedy
2474,Drama
2476,Action|War
2478,Comedy|Western
2481,Drama|Romance
2483,Adventure|Comedy|Thriller
2485,Comedy|Romance
2488,Drama|Horror|Thriller
2490,Action|Thriller
2495,Animation|Sci-Fi
2496,Comedy|Romance
2497,Romance
2500,Comedy
2501,Drama
2502,Comedy|Crime
2504,Comedy|Drama
2505,Drama|Mystery|Thriller
2506,Comedy|Drama|Romance
2511,Crime|Film-Noir
2513,Horror
2514,Comedy|Horror
2517,Horror
2518,Comedy
2519,Drama|Horror|Thriller
2520,Drama
2524,Action|Adventure|Drama|Thriller
2527,Action|Sci-Fi|Thriller|Western
2528,Action|Adventure|Sci-Fi
2529,Action|Drama|Sci-Fi
2530,Action|Sci-Fi
2531,Action|Sci-Fi
2532,Action|Sci-Fi
2533,Action|Sci-Fi
2539,Comedy
2541,Drama
2542,Comedy|Crime|Thriller
2549,Action|Sci-Fi
2550,Horror|Thriller
2551,Drama|Horror|Thriller
2553,Horror|Sci-Fi|Thriller
2555,Comedy
2557,Drama|Thriller
2558,Comedy|Romance
2560,Horror|Thriller
2561,Crime|Thriller
2563,Drama
2565,Drama|Musical|Romance
2567,Comedy
2570,Drama|Romance
2571,Action|Sci-Fi|Thriller
2572,Comedy|Romance
2575,Drama
2579,Crime|Mystery|Thriller
2580,Comedy|Crime
2581,Comedy|Romance
2583,Comedy|Drama
2585,Drama|Romance
2587,Comedy|Crime|Drama
2593,Comedy
2594,Drama|Romance|Sci-Fi|Thriller
2596,Comedy|Drama
2598,Comedy
2599,Comedy
2600,Action|Sci-Fi|Thriller
2605,Crime|Thriller
2606,Comedy|Horror
2607,Drama|Romance
2609,Drama
2611,Drama
2612,Drama|Film-Noir
2613,Comedy|Horror|Sci-Fi
2616,Action|Crime
2617,Action|Adventure|Comedy|Fantasy|Horror|Thriller
2618,Comedy
2622,Comedy|Fantasy
2624,Drama|Fantasy
2628,Action|Adventure|Sci-Fi
2633,Horror|Romance
2634,Horror
2639,Drama
2640,Action|Adventure|Sci-Fi
2641,Action|Sci-Fi
2642,Action|Adventure|Sci-Fi
2643,Action|Adventure|Sci-Fi
2644,Horror
2648,Drama|Horror|Sci-Fi
2654,Drama|Fantasy|Horror
2657,Comedy|Horror|Musical|Sci-Fi
2660,Horror|Sci-Fi
2662,Action|Drama|Sci-Fi
2664,Horror|Sci-Fi|Thriller
2670,War
2671,Comedy|Romance
2672,Drama|Sci-Fi|Thriller
2676,Drama|Thriller
2677,Documentary|Musical
2682,Drama
2683,Action|Adventure|Comedy
2686,Drama|Mystery
2687,Adventure|Animation|Children|Drama
2688,Crime|Drama|Mystery|Thriller
2690,Comedy|Romance
2691,Drama
2692,Action|Crime
2693,Documentary
2694,Comedy
2696,Comedy
2699,Comedy|Horror
2700,Animation|Comedy|Musical
2701,Action|Comedy|Sci-Fi|Western
2702,Drama
2704,Drama|Romance
2706,Comedy|Romance
2707,Thriller
2709,Children|Comedy
2710,Drama|Horror|Thriller
2712,Drama|Mystery|Thriller
2713,Horror|Thriller
2716,Action|Comedy|Sci-Fi
2717,Comedy|Fantasy|Sci-Fi
2718,Comedy
2719,Horror|Thriller
2720,Action|Adventure|Children|Comedy
2721,Comedy|Romance
2722,Action|Horror|Sci-Fi|Thriller
2723,Action|Comedy|Fantasy
2724,Comedy|Romance
2725,Drama
2726,Crime|Film-Noir
2727,Crime|Film-Noir
2728,Action|Drama|Romance|War
2729,Drama|Romance
2730,Drama|Romance|War
2731,Crime|Drama
2732,Drama|Romance
2734,Adventure|Drama|Thriller
2735,Action|Adventure|Comedy|Fantasy|Mystery
2736,Comedy
2739,Drama
2745,Drama
2746,Comedy|Horror|Musical
2747,Comedy|Horror
2750,Comedy|Drama
2757,Drama
2759,Comedy
2761,Adventure|Animation|Children|Drama|Sci-Fi
2762,Drama|Horror|Mystery
2763,Action|Mystery
2764,Crime|Drama|Romance|Thriller
2765,Comedy|Drama
2770,Comedy
2771,Drama
2772,Comedy
2774,Comedy|Romance
2779,Comedy
2782,Horror
2784,Horror
2787,Horror
2788,Comedy
2789,Horror
2790,Horror|Thriller
2791,Comedy
2792,Comedy
2793,Comedy|Horror|Romance|Thriller
2794,Adventure|Comedy|Romance
2795,Comedy
2796,Comedy
2797,Comedy|Drama|Fantasy|Romance
2798,Children|Comedy
2799,Comedy
2800,Adventure|Animation|Children|Drama|Fantasy
2802,Action|Drama|Romance|Thriller
2803,Crime|Drama|Mystery|Romance|Thriller
2804,Children|Comedy
2805,Comedy|Romance
2806,Comedy|Thriller
2807,Action|Sci-Fi
2808,Action|Sci-Fi
2810,Animation|Horror|Mystery|Thriller
2815,Action|War
2819,Drama|Mystery|Romance|Thriller
2822,Adventure|Romance
2826,Action|Adventure|Fantasy
2827,Horror|Sci-Fi|Thriller
2829,Comedy
2836,Comedy
2840,Drama|Thriller
2841,Horror|Mystery|Thriller
2843,Comedy|Romance
2846,Adventure|Children|Comedy|Drama
2847,Adventure|Drama|Romance
2848,Drama
2852,Drama
2857,Adventure|Animation|Comedy|Fantasy|Musical
2858,Comedy|Drama
2859,Documentary|Musical
2860,Comedy
2861,Comedy|Drama
2862,Drama
2863,Adventure|Comedy|Musical
2866,Drama
2867,Comedy|Horror|Thriller
2870,Comedy
2871,Adventure|Drama|Thriller
2872,Adventure|Fantasy
2875,Drama|Mystery|Romance
2876,Animation|Children|Fantasy
2877,Drama|Musical
2879,Action|Adventure|Comedy
2880,Action|Adventure|Comedy
2881,Action|Crime|Drama|Thriller
2882,Drama
2883,Comedy|Drama
2888,Comedy|Romance
2889,Children|Comedy
2890,Action|Adventure|Comedy|Drama|War
2891,Comedy
2901,Horror|Sci-Fi
2902,Horror|Mystery|Thriller
2905,Action|Adventure|Drama
2907,Comedy
2908,Drama
2912,Crime|Drama|Thriller
2915,Comedy
2916,Action|Adventure|Sci-Fi|Thriller
2917,Crime|Thriller
2918,Comedy
2919,Drama|Romance|War
2920,Drama|Romance
2921,Western
2922,Crime|Drama|Western
2924,Action|Comedy
2925,Drama
2926,Comedy|Drama
2927,Drama|Romance
2929,Drama|Romance
2931,Comedy|Crime|Drama|Fantasy
2932,Drama
2935,Comedy|Romance
2936,Adventure|Comedy|Romance
2937,Comedy
2938,Drama|Sci-Fi
2939,Drama|Thriller
2940,Drama|Film-Noir|Mystery|Romance
2941,Musical|Romance|War
2942,Drama|Romance
2943,Drama|Romance
2944,Action|Drama|War
2946,Comedy|Musical
2947,Action|Adventure|Thriller
2948,Action|Adventure|Thriller
2949,Action|Adventure|Thriller
2950,Adventure|Drama|Romance
2951,Action|Western
2952,Crime|Drama|Thriller
2953,Children|Comedy
2959,Action|Crime|Drama|Thriller
2961,Comedy|Drama
2962,Comedy|Romance
2966,Adventure|Drama
2967,Drama|Thriller
2968,Adventure|Comedy|Fantasy|Sci-Fi
2969,Drama|Romance
2970,Adventure|Drama
2971,Drama|Fantasy|Musical
2972,Drama|War
2973,Comedy|Crime|Drama
2976,Drama
2978,Comedy|Romance
2983,Thriller
2985,Action|Crime|Drama|Sci-Fi|Thriller
2986,Action|Crime|Sci-Fi|Thriller
2987,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2988,Drama
2989,Action|Adventure|Thriller
2990,Action|Adventure|Thriller
2991,Action|Adventure|Thriller
2993,Action|Adventure|Thriller
2995,Horror|Thriller
2996,Drama
2997,Comedy|Drama|Fantasy
3000,Action|Adventure|Animation|Drama|Fantasy
3002,Documentary
3004,Comedy|Romance
3005,Thriller
3006,Drama|Thriller
3007,Documentary
3008,Drama|Sci-Fi
3010,Drama
3011,Drama
3015,Thriller
3016,Horror
3017,Horror
3018,Comedy|Horror|Sci-Fi
3019,Crime|Drama
3020,Action|Drama
3022,Comedy|War
3024,Horror|Sci-Fi
3028,Comedy
3030,Action|Adventure
3032,Action|Drama|Sci-Fi|Thriller
3033,Comedy|Sci-Fi
3034,Adventure|Animation|Children|Comedy|Musical
3035,Comedy|Drama|War
3036,Adventure|Drama
3037,Western
3038,Drama
3039,Comedy
3040,Comedy
3044,Mystery|Romance|Thriller
3045,Comedy|Drama
3046,Comedy|Romance
3051,Comedy|Drama
3052,Adventure|Comedy|Fantasy
3053,Drama|War
3054,Adventure|Animation|Children|Fantasy|Sci-Fi
3055,Thriller
3060,Comedy|Drama|Musical
3061,Comedy|Musical
3062,Action|Drama|War
3063,Drama|Thriller
3066,Action|Drama|War
3067,Comedy|Drama
3068,Drama|Mystery
3070,Adventure|Comedy|Sci-Fi
3071,Comedy|Drama
3072,Comedy|Romance
3074,Western
3075,Drama|Horror
3076,Comedy
3077,Documentary
3078,Drama
3079,Comedy|Drama|Romance
3081,Fantasy|Horror|Mystery|Romance
3082,Action|Adventure|Thriller
3083,Drama
3087,Comedy|Fantasy|Romance
3088,Comedy|Fantasy
3089,Drama
3090,Drama
3091,Drama|War
3093,Drama|Western
3094,Drama|Romance
3095,Drama
3096,Comedy
3097,Comedy|Drama|Romance
3098,Drama
3099,Comedy|Drama|Romance
3100,Drama
3101,Drama|Thriller
3102,Crime|Romance|Thriller
3104,Action|Comedy|Crime|Thriller
3105,Drama|Mystery
3107,Action|Drama
3108,Comedy|Drama|Fantasy|Romance
3111,Drama
3113,Action|Fantasy|Horror|Mystery|Thriller
3114,Adventure|Animation|Children|Comedy|Fantasy
3115,Drama
3117,Drama|Romance|War
3120,Comedy
3125,Drama
3127,Comedy|Drama
3129,Comedy|Drama
3130,Comedy|Crime|Drama
3134,Drama|War
3135,Drama
3142,Documentary|Musical
3145,Drama
3146,Comedy
3147,Crime|Drama
3148,Drama
3150,Drama|Thriller
3152,Drama
3153,Action|Adventure|Fantasy
3155,Drama|Romance
3156,Drama|Romance|Sci-Fi
3157,Children|Comedy|Fantasy
3158,Drama
3159,Animation|Children|Musical
3160,Drama
3163,Comedy|Drama|Musical
3167,Comedy|Drama
3168,Adventure|Drama
3169,Drama|Thriller
3173,Drama
3174,Comedy|Drama
3175,Adventure|Comedy|Sci-Fi
3176,Drama|Mystery|Thriller
3177,Comedy
3178,Drama
3179,Drama
3181,Drama
3182,Documentary
3185,Drama
3186,Drama
3189,Children|Drama
3190,Adventure|Sci-Fi|Thriller
3194,Drama|Romance
3196,Drama|War
3197,Action|Crime|Romance|Thriller
3198,Crime|Drama
3200,Comedy|Drama
3201,Drama
3202,Drama|Horror
3203,Thriller
3204,Action|Mystery|Thriller
3205,Horror
3206,Romance
3208,Action|Comedy
3210,Comedy|Drama|Romance
3213,Animation|Children
3219,Mystery|Thriller
3221,Drama
3223,Drama
3224,Drama
3230,Thriller
3232,Comedy
3235,Comedy
3243,Comedy
3244,Comedy|Romance
3245,Drama
3246,Drama
3247,Comedy|Crime
3248,Comedy
3249,Drama|Thriller
3250,Drama
3251,Drama|Mystery
3252,Drama
3253,Comedy
3254,Comedy
3255,Comedy|Drama
3256,Action|Thriller
3257,Drama|Romance|Thriller
3258,Comedy|Fantasy
3259,Adventure|Drama|Romance
3260,Drama
3261,Comedy|Drama|Romance
3262,Crime|Drama|Mystery|Thriller
3263,Comedy|Drama
3264,Action|Comedy|Horror
3265,Action|Crime|Drama|Thriller
3266,Comedy|Crime|Drama|Thriller
3267,Action|Crime|Thriller|Western
3268,Action|Comedy
3269,Drama|Romance|Sci-Fi
3270,Comedy|Drama|Romance
3271,Drama
3272,Crime|Drama
3273,Comedy|Horror|Mystery|Thriller
3274,Drama|Thriller
3275,Action|Crime|Drama|Thriller
3285,Adventure|Drama
3287,Animation|Children
3289,Drama
3296,Drama
3298,Crime|Drama|Thriller
3300,Horror|Sci-Fi|Thriller
3301,Comedy|Crime
3306,Comedy
3307,Comedy|Drama|Romance
3310,Comedy|Drama
3311,Western
3316,Action|Thriller
3317,Comedy|Drama
3320,Comedy|Drama|Romance
3324,Comedy
3327,Documentary
3328,Crime|Drama
3330,Drama|Romance
3334,Crime|Drama|Film-Noir|Thriller
3338,Documentary
3339,War
3341,Comedy
3342,Drama|War
3347,Adventure|Drama
3350,Drama
3354,Sci-Fi
3355,Fantasy|Horror|Mystery|Thriller
3358,Comedy|Drama|Fantasy|Romance
3359,Comedy|Drama
3360,Drama|Romance
3361,Comedy|Drama|Romance
3362,Crime|Drama
3363,Comedy|Drama
3364,Crime|Film-Noir
3365,Drama|Western
3368,Romance|Western
3379,Drama
3384,Action|Crime
3386,Drama|Mystery|Thriller
3387,Comedy|Mystery
3388,Children|Comedy
3392,Comedy
3394,Comedy|Romance
3396,Adventure|Children|Comedy|Musical
3397,Children|Comedy
3398,Children|Comedy|Musical
3404,Action|Drama
3405,Action|Drama
3406,Action|Adventure|Drama|War
3408,Drama
3409,Drama|Thriller
3412,Adventure|Children|Drama
3415,Drama
3417,Adventure|Comedy
3418,Adventure|Crime|Drama
3420,Drama|Thriller
3421,Comedy
3424,Drama
3426,Drama|Romance
3429,Animation|Comedy
3430,Action|Crime|Drama
3435,Crime|Drama|Film-Noir
3438,Action|Children|Comedy|Fantasy|Sci-Fi
3439,Action|Children|Fantasy
3440,Action|Adventure|Children|Comedy|Fantasy
3441,Action|Drama|War
3444,Action
3448,Comedy|Drama|War
3450,Comedy
3451,Drama
3452,Action|Crime|Romance|Thriller
3456,Drama
3461,Adventure|Drama|Thriller
3462,Comedy|Drama|Romance
3466,Comedy|Fantasy
3467,Drama|Western
3468,Drama
3469,Drama
3470,Adventure|Drama
3471,Adventure|Drama|Sci-Fi
3475,Drama|Romance
3476,Horror|Mystery
3477,Comedy|Drama
3478,Drama
3479,Adventure|Fantasy|Romance
3480,Drama|Romance
3481,Comedy|Drama|Romance
3483,Animation|Children
3484,Thriller
3487,Western
3489,Adventure|Comedy|Fantasy
3494,Adventure|Drama|Western
3498,Drama
3499,Drama|Horror|Thriller
3501,Comedy|Romance
3502,Drama
3503,Drama|Mystery|Sci-Fi
3504,Comedy|Drama
3505,Drama|Mystery|Thriller
3507,Comedy
3508,Action|Adventure|Drama|Thriller|Western
3510,Drama|Thriller
3512,Drama|Romance
3513,Drama|Thriller
3515,Comedy|Romance
3516,Comedy|Fantasy|Romance
3519,Action|Drama|War
3521,Comedy|Drama
3524,Comedy|Romance
3525,Comedy
3526,Comedy|Drama
3527,Action|Sci-Fi|Thriller
3528,Drama|Romance
3529,Crime|Thriller
3534,Drama
3535,Crime|Horror|Mystery|Thriller
3536,Comedy|Drama|Romance
3538,Comedy
3539,Documentary
3543,Comedy|Drama
3545,Drama|Musical
3546,Drama|Horror|Thriller
3547,Comedy|Drama
3548,Comedy|Drama
3549,Comedy|Musical|Romance
3550,Horror
3551,Crime|Drama|Thriller
3552,Comedy
3553,Drama|Thriller
3554,Drama|Romance
3555,Action|Thriller|War
3556,Drama|Romance
3557,Mystery|Thriller
3559,Comedy|Drama|Romance
3564,Children|Comedy
3565,Comedy|Drama
3566,Comedy|Drama
3569,Comedy|Drama
3576,Action|Horror|Sci-Fi
3578,Action|Adventure|Drama
3581,Comedy
3587,Horror
3591,Comedy|Drama
3593,Action|Sci-Fi
3594,Drama|Musical
3598,Crime|Drama|Romance|Thriller
3599,Comedy|Musical
3606,Comedy|Musical|Romance
3608,Adventure|Comedy
3614,Comedy|Romance
3615,Adventure|Animation|Children
3616,Comedy|Romance
3617,Comedy
3618,Comedy|Crime
3621,Drama|Horror
3623,Action|Adventure|Thriller
3624,Action|Adventure|Comedy|Western
3627,Horror|Thriller
3629,Adventure|Comedy|Romance
3632,Comedy|Crime
3633,Action|Adventure|Romance|Thriller
3634,Thriller
3635,Action|Adventure|Thriller
3637,Drama
3638,Action|Adventure|Sci-Fi|Thriller
3639,Action|Adventure|Thriller
3645,Drama
3646,Comedy
3649,Drama
3653,Documentary
3654,Action|Adventure|Drama|War
3655,Drama
3658,Horror|Sci-Fi
3668,Drama|Romance
3671,Comedy|Western
3672,Adventure|Children
3675,Comedy|Musical|Romance
3676,Drama|Horror
3677,Documentary
3678,Drama
3679,Documentary|Musical
3680,Documentary
3681,Action|Drama|Thriller|Western
3682,Action|Crime|Drama|Thriller
3683,Crime|Drama|Film-Noir
3684,Drama|Romance
3685,Comedy|Drama|Romance
3686,Horror|Sci-Fi|Thriller
3688,Comedy
3689,Comedy
3693,Comedy|Horror
3696,Comedy|Horror|Sci-Fi|Thriller
3697,Action|Sci-Fi|Thriller
3698,Action|Sci-Fi
3699,Adventure|Drama|Romance|Sci-Fi
3700,Drama|Sci-Fi
3701,Crime|Drama|Sci-Fi|Thriller
3702,Action|Adventure|Sci-Fi
3703,Action|Adventure|Sci-Fi
3704,Action|Adventure|Sci-Fi
3705,Action|Comedy|Romance
3706,Film-Noir|Horror|Mystery|Thriller
3707,Drama|Romance
3708,Horror|Thriller
3712,Comedy
3713,Drama
3717,Action|Crime
3718,Documentary
3720,Drama
3723,Drama
3724,Drama|War
3726,Action|Thriller
3727,Horror|Western
3728,Crime|Drama|Film-Noir|Thriller
3729,Action|Crime|Drama|Thriller
3730,Drama|Mystery
3733,Drama
3734,Drama
3735,Crime|Drama
3736,Drama
3738,Drama
3739,Comedy|Romance
3740,Action|Adventure|Comedy|Fantasy
3741,Crime|Drama|Thriller
3742,Drama|War
3744,Action|Crime|Thriller
3745,Action|Adventure|Animation|Children|Sci-Fi
3746,Drama
3747,Drama
3751,Animation|Children|Comedy
3752,Adventure|Comedy
3753,Action|Drama|War
3754,Adventure|Animation|Children|Comedy|Fantasy
3755,Drama|Thriller
3760,Comedy
3761,Action|Crime|Drama|Thriller
3763,Action|Crime|Thriller
3769,Action
3770,Horror|Sci-Fi|Thriller
3771,Action|Adventure|Fantasy
3783,Crime|Drama
3784,Comedy|Fantasy
3785,Comedy|Horror
3786,Comedy
3787,Comedy
3788,Drama|Mystery
3789,Drama
3791,Drama
3793,Action|Adventure|Sci-Fi
3794,Comedy|Drama
3798,Drama|Horror|Mystery
3799,Animation|Children
3801,Drama|Mystery
3802,Action|Sci-Fi
3808,Drama|War
3809,Comedy
3811,Drama|War
3812,Comedy
3813,Drama
3814,Comedy
3816,Drama
3819,Comedy
3821,Comedy
3822,Drama|Romance
3824,Drama|Romance
3825,Comedy|Drama|Romance
3826,Horror|Sci-Fi|Thriller
3827,Action|Adventure|Comedy|Sci-Fi
3831,Comedy
3832,Horror
3835,Thriller
3836,Action|Comedy|War
3841,Action|Comedy
3843,Horror
3844,Drama
3849,Thriller
3851,Comedy
3852,Comedy
3854,Drama|Romance|War
3855,Drama|Romance
3858,Comedy
3859,Documentary
3861,Comedy
3863,Drama|Horror|Thriller
3864,Action|Adventure|Sci-Fi
3865,Comedy|Documentary
3868,Action|Comedy|Crime|Romance
3869,Comedy
3871,Drama|Western
3872,Drama
3873,Comedy|Western
3879,Action|Thriller
3882,Comedy
3889,Action|Adventure|Fantasy
3892,Horror
3893,Comedy|Crime|Drama|Romance|Thriller
3896,Crime|Thriller
3897,Drama
3906,Crime|Thriller
3910,Drama|Musical
3911,Comedy
3915,Drama
3916,Drama
3917,Horror
3918,Horror
3919,Horror
3920,Drama|Fantasy|Mystery|Romance
3925,Comedy|Drama
3927,Adventure|Sci-Fi
3928,Comedy|Horror
3929,Comedy
