director,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0005116,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0005124,0,4,5,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0005139,0,0,0,0,3,0,0,8,0,0,0,1,0,0,0,0,0,0
nm0005190,0,0,0,1,12,0,0,4,0,0,0,1,0,11,0,0,0,0
nm0005196,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0005222,2,1,0,0,2,1,0,5,0,0,0,0,0,2,0,1,1,0
nm0005237,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,1,2,0
nm0005295,1,1,3,0,5,0,0,0,1,0,1,2,0,0,0,0,0,1
nm0005303,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0005348,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,1,0,0
nm0005363,3,1,0,0,3,6,0,1,0,0,0,0,2,0,0,5,0,0
nm0005366,2,2,0,1,8,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0005367,0,0,0,1,5,1,0,2,0,0,0,0,0,1,1,0,0,0
nm0005387,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0005421,2,0,0,0,3,2,0,5,0,0,0,0,0,2,0,1,0,0
nm0005436,5,0,0,0,0,4,0,5,0,0,0,0,1,0,0,3,0,0
nm0005509,5,3,0,2,6,0,1,5,2,0,0,0,1,3,0,3,0,0
nm0005522,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0005540,2,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0
nm0005563,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0
nm0005572,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0
nm0005647,4,0,0,0,0,2,0,1,0,0,1,0,0,1,1,3,0,0
nm0005713,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
nm0005738,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
nm0005789,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0
nm0006249,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0006445,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0
nm0006452,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,0
nm0006476,1,0,0,0,1,2,0,3,0,0,0,0,1,1,1,3,0,0
nm0006487,1,0,0,0,0,1,0,6,0,0,0,0,0,1,0,2,1,0
nm0006498,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0006554,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0006625,2,2,0,2,2,0,0,1,2,0,0,0,0,1,2,0,0,0
nm0006837,0,0,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0
nm0006845,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
nm0006854,4,1,0,0,3,1,0,1,0,0,0,0,0,0,1,2,0,0
nm0006889,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0
nm0006904,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0
nm0006916,1,1,0,0,4,1,0,2,1,0,0,0,2,0,0,0,0,0
nm0006960,0,0,0,0,2,0,0,6,0,0,0,0,0,3,0,1,1,0
nm0007082,1,3,0,0,0,1,0,3,0,0,1,0,1,2,0,2,0,0
nm0007139,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0007182,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
nm0009190,3,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0
nm0009788,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
nm0011470,0,4,2,4,2,0,0,0,3,0,0,1,0,2,0,0,0,0
nm0014960,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,4,0,0
nm0015359,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0
nm0019242,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0
nm0019247,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0
nm0019282,0,0,4,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0
nm0021249,0,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
nm0021899,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
nm0021975,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0023355,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,3,0,0
nm0024622,0,1,0,0,0,0,0,5,0,0,2,0,1,2,1,3,0,0
nm0026442,0,0,0,0,1,1,0,3,0,0,1,0,1,2,1,4,0,0
nm0027183,2,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0
nm0027271,8,3,0,0,0,0,0,0,1,0,5,0,0,0,7,5,1,0
nm0027459,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0027572,0,4,1,1,8,2,0,5,1,0,0,0,0,2,0,0,0,0
nm0027815,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0028764,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0030417,4,0,4,0,0,0,0,2,1,0,0,0,1,0,4,0,0,0
nm0030735,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,0,0
nm0031976,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0034531,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0035899,0,0,3,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0
nm0036349,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0037708,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0038432,0,3,3,3,2,0,0,0,1,0,0,1,0,2,0,0,0,1
nm0041932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
nm0042796,2,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0
nm0043742,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,2,1,0
nm0044803,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
nm0045800,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0
nm0047259,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0
nm0048491,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0
nm0049371,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0
nm0050597,0,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0051972,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0052737,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0053190,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0
nm0059106,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
nm0060072,0,1,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0
nm0065284,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
nm0065442,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0
nm0065608,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0067457,4,0,0,0,0,0,0,0,3,0,3,0,1,0,1,4,0,0
nm0070159,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0074426,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0075666,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,1,0,0
nm0075849,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0075859,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0080120,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0081540,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0082300,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
nm0082450,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0082802,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0083348,2,4,4,4,2,0,0,2,0,0,0,0,0,0,1,1,0,0
nm0087904,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
nm0088392,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0088955,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0
nm0089940,1,6,8,8,2,0,0,3,3,0,0,2,0,0,1,0,0,0
nm0091076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
nm0094435,1,0,0,0,1,2,0,5,0,0,1,0,2,0,2,3,0,0
nm0097079,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,0
nm0101047,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0101385,3,2,0,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0
nm0105169,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0108132,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0108745,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
nm0109273,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0109359,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0112218,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1
nm0112374,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0113284,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0115218,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
nm0116497,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
nm0118333,0,2,3,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0
nm0122653,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0122741,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
nm0123379,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
nm0125186,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0125803,1,2,1,0,10,1,0,2,1,0,0,0,0,5,0,1,0,0
nm0127373,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0128883,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
nm0132709,6,5,0,0,1,0,0,3,0,0,0,0,0,2,1,3,1,1
nm0134176,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
nm0134559,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0136021,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,0,0,0
nm0138620,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,3,0,0
nm0138809,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0
nm0138893,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0138927,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0139867,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0141222,1,2,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0
nm0141961,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
nm0142286,2,0,0,0,0,3,0,4,0,0,0,0,0,0,1,5,0,0
nm0145309,1,1,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0
nm0145336,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
nm0146341,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0146960,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0149446,0,0,0,0,3,0,0,1,0,0,0,1,0,4,0,0,0,0
nm0149548,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0150897,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
nm0150906,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
nm0151540,1,1,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0
nm0152312,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0153078,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
nm0154104,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0154819,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
nm0155093,0,0,0,0,3,0,0,2,0,0,0,1,0,3,0,0,0,0
nm0155280,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0156047,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0158966,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0158984,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0159109,2,1,3,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0
nm0159507,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0160840,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
nm0161152,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0
nm0161834,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0163229,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
nm0163706,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
nm0164187,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0
nm0166256,1,3,6,6,3,1,0,0,1,0,0,4,0,2,1,0,0,0
nm0167195,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0167241,1,1,0,0,0,2,0,3,0,0,1,0,1,0,0,3,0,0
nm0167384,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
nm0167496,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0
nm0168413,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
nm0169806,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0170043,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0
nm0170719,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0174374,0,2,0,0,0,0,0,5,2,0,0,1,0,2,0,0,0,0
nm0176699,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0176905,0,1,2,2,2,0,0,2,0,0,0,1,0,1,0,0,0,0
nm0178376,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
nm0178997,0,2,0,1,4,0,0,1,1,0,0,0,0,2,0,0,0,0
nm0179221,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0179281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
nm0181579,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
nm0181741,1,1,0,0,2,0,0,0,2,0,3,0,0,0,1,0,0,0
nm0181902,3,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,1
nm0187091,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0187769,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0
nm0188165,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0
nm0190859,2,2,0,1,0,0,0,4,1,0,0,0,0,3,2,1,0,0
nm0191147,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0192289,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
nm0192845,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0193231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0193485,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0
nm0196536,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0196860,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
nm0197636,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0199722,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0
nm0200005,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0201094,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
nm0201095,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
nm0201509,1,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0202088,0,1,0,0,1,2,0,1,0,3,0,0,1,0,0,3,0,0
nm0202681,1,1,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,1
nm0204884,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0205157,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0205542,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0206760,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0
nm0213100,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0213340,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0213450,1,3,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0
nm0215269,1,1,0,0,2,1,0,1,0,0,2,0,0,0,2,2,0,0
nm0218840,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0
nm0220600,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,3,0,0
nm0222043,1,0,0,0,6,1,0,2,0,0,0,0,0,4,0,0,0,0
nm0223359,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
nm0225416,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
nm0226189,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
nm0227540,1,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0228327,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0229424,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0
nm0229694,1,1,0,1,4,1,0,1,1,0,0,0,0,1,0,0,0,0
nm0230032,0,2,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0231596,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,1
nm0232795,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0235719,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0
nm0236226,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0
nm0236769,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
nm0238865,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
nm0240627,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0240797,2,0,0,1,11,0,0,0,0,0,0,0,0,3,0,0,0,0
nm0240995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
nm0241090,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0242271,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0243231,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0243233,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0245385,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0245888,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0248054,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0
nm0248942,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0252135,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
nm0253323,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0254178,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0254632,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0254786,2,1,0,1,1,1,0,1,0,0,3,0,1,0,0,4,0,0
nm0258531,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
nm0262693,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0264236,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0266302,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0267244,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0267309,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0267512,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0
nm0268380,1,2,1,0,10,1,0,2,1,0,0,0,0,5,0,1,0,0
nm0268513,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
nm0269463,4,3,0,2,3,0,0,0,2,0,0,0,0,0,3,2,0,1
nm0271402,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0272568,0,0,4,4,0,0,0,1,2,0,0,4,0,0,0,0,0,0
nm0272704,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0275286,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,2,0,0
nm0275629,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0275698,0,1,0,1,3,0,0,1,1,0,0,1,0,1,1,1,0,0
nm0276062,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0276169,0,0,0,0,1,0,0,1,1,0,4,0,1,0,1,4,0,0
nm0276349,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0279807,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0
nm0281396,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0281507,3,5,0,1,0,2,0,5,2,1,0,1,1,0,3,2,1,0
nm0281508,3,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0
nm0281598,0,1,0,0,4,1,0,1,1,0,1,0,0,1,0,2,0,0
nm0281808,0,2,0,1,0,0,0,3,1,0,1,1,0,1,0,0,1,0
nm0281869,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
nm0281945,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0
nm0285302,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,1,0
nm0286975,2,1,0,0,1,0,0,5,1,0,1,0,0,2,0,2,0,0
nm0287025,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0288144,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0291205,2,0,0,0,4,0,1,5,0,0,0,0,0,0,0,1,1,0
nm0294379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
nm0294825,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0294997,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0295243,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0297935,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0
nm0298807,6,1,0,0,0,4,0,5,0,0,0,0,0,0,0,7,1,0
nm0299563,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0300265,0,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0304521,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0
nm0304541,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0304830,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0313623,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0314671,0,2,10,10,1,0,0,1,4,0,0,6,0,2,0,0,0,0
nm0315041,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0315065,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
nm0316795,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0317981,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0318150,4,3,0,0,3,0,0,3,0,0,0,0,0,2,2,3,1,0
nm0318795,1,1,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0
nm0318916,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0320660,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
nm0322144,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0322242,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,1,0,0
nm0322515,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
nm0322865,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
nm0323239,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0325196,1,0,3,3,0,0,0,1,1,0,0,2,0,1,0,0,0,0
nm0325776,1,2,4,4,1,0,0,2,2,0,0,1,0,0,1,0,0,0
nm0327273,1,0,0,0,6,1,2,3,2,0,0,0,0,3,1,1,0,0
nm0327944,0,0,0,0,1,1,0,6,0,0,0,0,1,1,0,3,0,0
nm0330140,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0
nm0330347,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0330360,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0330456,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0
nm0331532,1,2,0,3,6,0,0,0,1,0,0,0,2,2,0,0,0,0
nm0332539,0,0,0,0,1,0,0,4,0,1,0,1,0,3,0,0,0,0
nm0336620,3,0,0,0,2,4,0,3,0,0,0,1,1,0,0,3,0,0
nm0336695,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0337773,2,1,0,0,3,2,0,4,1,0,0,0,0,1,0,1,0,0
nm0339004,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0339030,3,1,0,0,0,3,0,4,0,0,0,0,0,0,0,4,1,0
nm0339254,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0340436,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0
nm0344955,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0346550,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0
nm0347086,1,2,0,0,0,1,0,1,1,0,0,0,1,1,1,2,0,0
nm0348181,2,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0
nm0353673,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,1,0,0
nm0354126,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0354691,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
nm0357453,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0357584,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0357607,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
nm0357891,7,4,0,0,1,2,0,3,0,0,0,0,1,0,0,6,2,0
nm0358327,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,2,0,0
