item,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
2066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2068,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2076,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2080,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2081,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2082,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2084,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2085,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2088,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2089,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2092,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2093,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2096,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
2099,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2100,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2102,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2108,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2115,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2116,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2123,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2124,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2126,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2130,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2133,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2135,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2139,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2140,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2141,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2143,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2144,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2145,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2146,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2148,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2159,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2160,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2161,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2162,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2165,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2166,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2167,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2174,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2176,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2181,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2182,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2183,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2186,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2187,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2193,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2194,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2205,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2206,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2208,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2227,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2236,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2238,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2245,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2253,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2263,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2268,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2269,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2273,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2278,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2288,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2289,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2294,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2315,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2316,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2318,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2321,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2324,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2329,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2330,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2338,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2344,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2352,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2354,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2366,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2367,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
2369,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2370,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2371,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2374,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2378,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2379,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2380,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2381,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2383,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2384,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2387,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2392,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2393,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2394,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2395,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2396,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2398,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2399,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2402,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2403,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2404,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2405,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2406,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2409,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2410,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2411,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2412,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2413,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2414,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2421,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2422,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2427,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2429,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2430,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2431,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2436,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2442,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2447,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2453,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2454,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2455,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
2456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2457,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2468,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2469,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2470,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2481,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2483,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2485,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2488,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2496,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2504,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2505,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2506,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2511,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2514,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2524,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2542,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2551,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2558,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2565,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2572,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2579,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2580,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2581,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2583,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2585,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2587,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2596,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2606,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2607,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2612,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2613,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2617,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2633,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2648,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2654,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2657,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2660,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2662,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
